section,subject,topic,question_count
Express Question Bank,Pediatrics,Apgar & Primitive Reflexes,8
Express Question Bank,Pediatrics,General Neonatology,5
Express Question Bank,Pediatrics,Hyaline Membrane Disease & TTNB,9
Express Question Bank,Pediatrics,"Infants Of Diabetic Mothers, Neonatal Sepsis & Benign Lesions",12
Express Question Bank,Pediatrics,Metabolic Disorders,9
Express Question Bank,Pediatrics,Neonatal Jaundice,8
Express Question Bank,Pediatrics,Neonatal Resuscitation,4
Express Question Bank,Pediatrics,Other Breathing Disorders In Newborns,7
Express Question Bank,Pediatrics,Perinatal Asphyxia & NEC,9
Express Question Bank,Pediatrics,Preterm (IUGR),3
Express Question Bank,Pediatrics,Ataxia Neurodegenerative Disorders,9
Express Question Bank,Pediatrics,"Cerebral Palsy, Brain Tumor & Neurocutaneous Disorders",26
Express Question Bank,Pediatrics,"Intellectual Disability, NTD & Craniosynostosis",9
Express Question Bank,Pediatrics,Neuromuscular Disorders,6
Express Question Bank,Pediatrics,"Seizures, Epilepsy & Meningitis",3
Express Question Bank,Pediatrics,Antenatal Hydronephrosis & Hemolytic Uremic Syndrome,4
Express Question Bank,Pediatrics,Congenital Nephrotic Syndrome & AKI (ARF),9
Express Question Bank,Pediatrics,Glomerulonephritis & Nephrotic Syndrome,13
Express Question Bank,Pediatrics,"UTI, VUR, PUV & Uretrocele",16
Express Question Bank,Pediatrics,Wilm's Tumor & Congenital Renal Cysts,12
Express Question Bank,Pediatrics,Croup & Choanal Atresia,14
Express Question Bank,Pediatrics,"Cystic Fibrosis, Pneumonia & ARDS",18
Express Question Bank,Pediatrics,Laryngomalacia & Bronchiolar Disorders,6
Express Question Bank,Pediatrics,"Immunization Basics, Type & Immunization Schedules",9
Express Question Bank,Pediatrics,"Specific Vaccines, Vaccines In Special Situations & Cold Storage Of Vaccines",7
Express Question Bank,Pediatrics,Adrenal Disorders,8
Express Question Bank,Pediatrics,Disorders Of Sex Development & CAH,10
Express Question Bank,Pediatrics,Pubertal Disorders & GH Deficiency,10
Express Question Bank,Pediatrics,Thyroid Disorders,9
Express Question Bank,Pediatrics,Juvenile Idiopatic Arthritis,6
Express Question Bank,Pediatrics,"SLE, Juvenile Dermatomyositis & Scleroderma",11
Express Question Bank,Pediatrics,Vasculitis In Childhood,12
Express Question Bank,Pediatrics,Management of Severe Acute Malnutrition,8
Express Question Bank,Pediatrics,Vitamin Deficiencies,20
Express Question Bank,Microbiology,Bacterial Meningitis,23
Express Question Bank,Microbiology,Miscellaneous - Slow Viral Diseases,6
Express Question Bank,Microbiology,Miscellaneous- Neurotoxin Related Diseases,12
Express Question Bank,Microbiology,Parasitic Encephalitis,14
Express Question Bank,Microbiology,Viral Encephalitis & Meningitis,23
Express Question Bank,Microbiology,Antigen - Antibody Reactions,25
Express Question Bank,Microbiology,Antigen & Antibody,35
Express Question Bank,Microbiology,Autoimmunity,4
Express Question Bank,Microbiology,Hypersensitivity,6
Express Question Bank,Microbiology,Immunity,13
Express Question Bank,Microbiology,Immunodeficiency Disorders,16
Express Question Bank,Microbiology,Transplant Immunology,5
Express Question Bank,Microbiology,Hepatic Fascioliasis,5
Express Question Bank,Microbiology,Hepatic Hydatid Disease,10
Express Question Bank,Microbiology,Hepatitis,21
Express Question Bank,Microbiology,RNA Corona Virus,18
Express Question Bank,Microbiology,Blood & Tissue Protozoal Infections,53
Express Question Bank,Microbiology,Blood Stream Infection,9
Express Question Bank,Microbiology,Brucellosis,5
Express Question Bank,Microbiology,HIV Infection,11
Express Question Bank,Microbiology,Infective Endocarditis,6
Express Question Bank,Microbiology,Rheumatic Fever,6
Express Question Bank,Microbiology,Rickettsia & Related Diseases,27
Express Question Bank,Microbiology,Typhoid Fever,9
Express Question Bank,Microbiology,Viral Hemorrhagic Fever,8
Express Question Bank,Microbiology,Antimicrobial Susceptibility Testing & Genetics,33
Express Question Bank,Microbiology,Culture & Identification,41
Express Question Bank,Microbiology,General Bacteriology (GB),20
Express Question Bank,Microbiology,General Mycology,31
Express Question Bank,Microbiology,Introduction,11
Express Question Bank,Microbiology,Microscopy & Staining,22
Express Question Bank,Microbiology,Morphology & Growth Of Bacteria,25
Express Question Bank,Microbiology,Scientists,5
Express Question Bank,Microbiology,General Parasitology,20
Express Question Bank,Microbiology,General Virology,30
Express Question Bank,Microbiology,Bacterial Food Poisoning,9
Express Question Bank,Microbiology,Cholera,11
Express Question Bank,Microbiology,E. Coli Diarrhoeal Disease,31
Express Question Bank,Microbiology,Helminthic Gastroenteritis,15
Express Question Bank,Microbiology,Miscellaneous – Fungal Food Poisoning,5
Express Question Bank,Microbiology,Peptic Ulcer Disease,3
Express Question Bank,Microbiology,Protozoal Gastroenteritis,22
Express Question Bank,Microbiology,Pseudomembranous Colitis,11
Express Question Bank,Microbiology,Viral Gastro Enteritis,9
Express Question Bank,Microbiology,Sterilization & Disinfection (Chemical Method),17
Express Question Bank,Microbiology,Sterilization & Disinfection (Physical Method),16
Express Question Bank,Microbiology,Bacterial Atypical Pneumonia,13
Express Question Bank,Microbiology,Bacterial Typical Pneumonia,8
Express Question Bank,Microbiology,Parasitic Pneumonia,4
Express Question Bank,Microbiology,Whooping Cough,3
Express Question Bank,Microbiology,Fungal Pneumonia,13
Express Question Bank,Microbiology,Plague & Tuberculosis,5
Express Question Bank,Microbiology,Viral Pneumonia,19
Express Question Bank,Microbiology,Anthrax,3
Express Question Bank,Microbiology,Deep Fungal Skin Infections,36
Express Question Bank,Microbiology,DNA Viruses Skin Infections,25
Express Question Bank,Microbiology,Gas Gangrene,5
Express Question Bank,Microbiology,Leprosy,5
Express Question Bank,Microbiology,Nocardiosis,4
Express Question Bank,Microbiology,Parasitic Skin Infections,13
Express Question Bank,Microbiology,RNA Viruses Skin Infections,37
Express Question Bank,Microbiology,Staphylococcal Skin Infections,19
Express Question Bank,Microbiology,Streptococcal Skin Infections,24
Express Question Bank,Microbiology,Superficial Fungal Skin Infections,24
Express Question Bank,Microbiology,Bacteria causing UTI,14
Express Question Bank,Microbiology,Genital Ulcerative Diseases,17
Express Question Bank,Microbiology,Urethritis,8
Express Question Bank,Microbiology,Vaginitis,6
Express Question Bank,Pharmacology,Anti Helmintic Drug,7
Express Question Bank,Pharmacology,Anti HIV Drugs,10
Express Question Bank,Pharmacology,Anti Protozoal Drugs,17
Express Question Bank,Pharmacology,Anti TB Drugs,12
Express Question Bank,Pharmacology,Anti Viral Drugs,16
Express Question Bank,Pharmacology,Antifungal Drugs,9
Express Question Bank,Pharmacology,Antimalarial Drugs,6
Express Question Bank,Pharmacology,NSAIDs,14
Express Question Bank,Pharmacology,Pharmacotherapy Of Gout,7
Express Question Bank,Pharmacology,Pharmacotherapy Of Rheumatoid Arthritis,6
Express Question Bank,Pharmacology,Prostaglandin Preparations,8
Express Question Bank,Pharmacology,Serotonin Pharmacology & Migraine,17
Express Question Bank,Pharmacology,Anti Parkinson’s Drugs,15
Express Question Bank,Pharmacology,Antidepressant Drugs,17
Express Question Bank,Pharmacology,Antiepileptic Drugs,25
Express Question Bank,Pharmacology,Antipsychotic Drugs,21
Express Question Bank,Pharmacology,Drugs For Anxiety,10
Express Question Bank,Pharmacology,Ethanol Pharmacology,13
Express Question Bank,Pharmacology,Local Anesthesia,7
Express Question Bank,Pharmacology,Opioids,14
Express Question Bank,Pharmacology,Pharmacotherapy of Mania & BPD,5
Express Question Bank,Pharmacology,Sedative Hypnotic Drugs,10
Express Question Bank,Pharmacology,Skeletal Muscle Relaxants,8
Express Question Bank,Pharmacology,Antiemetic Drugs,11
Express Question Bank,Pharmacology,Drugs For Peptic Ulcer Disease,10
Express Question Bank,Pharmacology,Drugs Used For Constipation,13
Express Question Bank,Pharmacology,Drugs Used For Diarrhea,9
Express Question Bank,Pharmacology,Anti Anginal Drugs,17
Express Question Bank,Pharmacology,Antiarrythmics Drugs (Part 1),11
Express Question Bank,Pharmacology,Antiarrythmics Drugs (Part 2),9
Express Question Bank,Pharmacology,Drugs Affecting RAAS Pathway,10
Express Question Bank,Pharmacology,Pharmacotherapy Of CHF,15
Express Question Bank,Pharmacology,Pharmacotherapy Of Hypertension,23
Express Question Bank,Pharmacology,Antidiabetic Drugs (Insulin Preparations),18
Express Question Bank,Pharmacology,Antidiabetic Drugs (Remaining Drugs & Summary),9
Express Question Bank,Pharmacology,Anti-Thyroid Drugs & Drugs Used In Hypothyroidism,16
Express Question Bank,Pharmacology,Corticosteroids Clinical Concepts,21
Express Question Bank,Pharmacology,Corticosteroids Therapeutic Uses,14
Express Question Bank,Pharmacology,Estrogen & Progesterone Preparations,16
Express Question Bank,Pharmacology,Hormonal Contraceptives,11
Express Question Bank,Pharmacology,Hypothalamus & Pituitary Hormones Pharmacology,19
Express Question Bank,Pharmacology,Pharmacotherapy Of Osteoporosis,15
Express Question Bank,Pharmacology,Testosterone Pharmacology,11
Express Question Bank,Pharmacology,Drugs For Cough,4
Express Question Bank,Pharmacology,Drugs For Pulmonary Hypertension,13
Express Question Bank,Pharmacology,Pharmacotherapy of Bronchial Asthma,20
Express Question Bank,Pharmacology,Aminoglycosides & Oxazolidinones,5
Express Question Bank,Pharmacology,"Cephalosporins, Carbapenems & Monobactams",15
Express Question Bank,Pharmacology,Drugs For UTI,3
Express Question Bank,Pharmacology,Fluroquinolones,7
Express Question Bank,Pharmacology,"Glycopeptides, Lipopeptides & Polymyxins",4
Express Question Bank,Pharmacology,"Macrolides ,Lincosamides & Streptogramins",11
Express Question Bank,Pharmacology,Penicillins,11
Express Question Bank,Pharmacology,Sulfonamides,6
Express Question Bank,Pharmacology,Tetracycline & Chloramphenicol,11
Express Question Bank,Pharmacology,Antidiuretic Drugs,9
